0 0.8113488 0.26272246 
0.0099999998 0.81134266 0.26272351 
0.02 0.81133652 0.26272455 
0.029999999 0.81133038 0.26272559 
0.039999999 0.81132418 0.26272663 
0.050000001 0.81131804 0.26272765 
0.059999999 0.81131184 0.26272869 
0.07 0.81130564 0.26272973 
0.079999998 0.81129944 0.26273078 
0.090000004 0.81129324 0.26273179 
0.1 0.81128705 0.26273283 
0.11 0.81128085 0.26273388 
0.12 0.81127465 0.26273489 
0.13 0.81126839 0.26273593 
0.14 0.81126213 0.26273695 
0.15000001 0.81125593 0.26273799 
0.16 0.81124967 0.26273903 
0.17 0.81124341 0.26274005 
0.18000001 0.8112371 0.26274109 
0.19 0.81123084 0.2627421 
0.2 0.81122458 0.26274315 
0.20999999 0.81121826 0.26274416 
0.22 0.81121194 0.26274517 
0.23 0.81120563 0.26274621 
0.23999999 0.81119937 0.26274723 
0.25 0.81119299 0.26274827 
0.25999999 0.81118667 0.26274928 
0.27000001 0.81118035 0.2627503 
0.28 0.81117398 0.26275134 
0.28999999 0.81116766 0.26275235 
0.30000001 0.81116128 0.26275337 
0.31 0.8111549 0.26275438 
0.31999999 0.81114852 0.26275542 
0.33000001 0.81114215 0.26275644 
0.34 0.81113571 0.26275745 
0.34999999 0.81112933 0.26275846 
0.36000001 0.81112289 0.26275948 
0.37 0.81111652 0.26276049 
0.38 0.81111008 0.2627615 
0.38999999 0.81110364 0.26276255 
0.40000001 0.8110972 0.26276356 
0.41 0.81109071 0.26276457 
0.41999999 0.81108427 0.26276559 
0.43000001 0.81107777 0.2627666 
0.44 0.81107134 0.26276761 
0.44999999 0.81106484 0.26276863 
0.46000001 0.81105834 0.26276964 
0.47 0.81105185 0.26277065 
0.47999999 0.81104529 0.26277164 
0.49000001 0.81103879 0.26277265 
0.5 0.81103224 0.26277366 
0.50999999 0.81102574 0.26277468 
0.51999998 0.81101918 0.26277569 
0.52999997 0.81101263 0.2627767 
0.54000002 0.81100607 0.26277769 
0.55000001 0.81099951 0.2627787 
0.56 0.8109929 0.26277971 
0.56999999 0.81098634 0.26278073 
0.57999998 0.81097972 0.26278171 
0.58999997 0.81097311 0.26278272 
0.60000002 0.81096649 0.26278374 
0.61000001 0.81095988 0.26278475 
0.62 0.81095326 0.26278573 
0.63 0.81094658 0.26278675 
0.63999999 0.81093997 0.26278773 
0.64999998 0.81093329 0.26278874 
0.66000003 0.81092662 0.26278976 
0.67000002 0.81091994 0.26279074 
0.68000001 0.81091326 0.26279175 
0.69 0.81090659 0.26279274 
0.69999999 0.81089985 0.26279375 
0.70999998 0.81089318 0.26279473 
0.72000003 0.81088644 0.26279575 
0.73000002 0.81087971 0.26279673 
0.74000001 0.81087297 0.26279771 
0.75 0.81086624 0.26279873 
0.75999999 0.8108595 0.26279971 
0.76999998 0.81085271 0.26280072 
0.77999997 0.81084597 0.26280171 
0.79000002 0.81083918 0.26280269 
0.80000001 0.81083238 0.2628037 
0.81 0.81082559 0.26280469 
0.81999999 0.81081873 0.26280567 
0.82999998 0.81081194 0.26280665 
0.83999997 0.81080508 0.26280767 
0.85000002 0.81079829 0.26280865 
0.86000001 0.81079143 0.26280963 
0.87 0.81078458 0.26281062 
0.88 0.81077772 0.2628116 
0.88999999 0.81077081 0.26281261 
0.89999998 0.81076396 0.2628136 
0.91000003 0.81075704 0.26281458 
0.92000002 0.81075013 0.26281556 
0.93000001 0.81074321 0.26281655 
0.94 0.8107363 0.26281753 
0.94999999 0.81072938 0.26281852 
0.95999998 0.81072247 0.2628195 
0.97000003 0.8107155 0.26282048 
0.98000002 0.81070852 0.26282147 
0.99000001 0.81070155 0.26282245 
1 0.81069458 0.26282343 
1.01 0.8106876 0.26282442 
1.02 0.81068063 0.2628254 
1.03 0.81067359 0.26282638 
1.04 0.81066656 0.26282737 
1.05 0.81065953 0.26282835 
1.0599999 0.81065249 0.2628293 
1.0700001 0.81064546 0.26283029 
1.08 0.81063843 0.26283127 
1.09 0.81063133 0.26283225 
1.1 0.8106243 0.26283324 
1.11 0.81061721 0.26283419 
1.12 0.81061012 0.26283517 
1.13 0.81060302 0.26283616 
1.14 0.81059587 0.26283714 
1.15 0.81058878 0.2628381 
1.16 0.81058162 0.26283908 
1.17 0.81057447 0.26284006 
1.1799999 0.81056732 0.26284102 
1.1900001 0.81056017 0.262842 
1.2 0.81055301 0.26284298 
1.21 0.8105458 0.26284394 
1.22 0.81053859 0.26284492 
1.23 0.81053144 0.26284587 
1.24 0.81052423 0.26284686 
1.25 0.81051695 0.26284781 
1.26 0.81050974 0.26284879 
1.27 0.81050247 0.26284978 
1.28 0.81049526 0.26285073 
1.29 0.81048799 0.26285169 
1.3 0.81048071 0.26285267 
1.3099999 0.81047344 0.26285362 
1.3200001 0.81046611 0.26285461 
1.33 0.81045884 0.26285556 
1.34 0.81045151 0.26285654 
1.35 0.81044418 0.2628575 
1.36 0.81043684 0.26285845 
1.37 0.81042951 0.26285943 
1.38 0.81042212 0.26286039 
1.39 0.81041479 0.26286134 
1.4 0.8104074 0.26286232 
1.41 0.81040001 0.26286328 
1.42 0.81039262 0.26286423 
1.4299999 0.81038517 0.26286519 
1.4400001 0.81037778 0.26286617 
1.45 0.81037033 0.26286712 
1.46 0.81036288 0.26286808 
1.47 0.81035542 0.26286903 
1.48 0.81034797 0.26286998 
1.49 0.81034052 0.26287097 
1.5 0.81033301 0.26287192 
1.51 0.8103255 0.26287287 
1.52 0.81031799 0.26287383 
1.53 0.81031048 0.26287478 
1.54 0.81030297 0.26287574 
1.55 0.8102954 0.26287669 
1.5599999 0.81028789 0.26287764 
1.5700001 0.81028032 0.2628786 
1.58 0.81027275 0.26287955 
1.59 0.81026518 0.2628805 
1.6 0.81025755 0.26288146 
